Sample ID,Classifications,Cell Culture Media,LINE,Gender,Doubling time (hr),C4-POS RAW FILE,HILIC-POS RAW FILE,HILIC-NEG RAW FILE,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine
T3M4_PANCREAS,pancreas,F10 + 10% FBS,Batch_2,male,22.7482967,198-CCLE-Batch_2-LIP-T3M-4.wiff,198-CCLE-Batch_2-HIL-T3M-4.wiff,198-CCLE_Batch_2_-CMH-T3M-4.wiff,16963,1001261,295519,36555,81358,354577,1751660,271982,6078425,2670610,3008265,916693,256332,1304332,82994,2130937,7030,111838,10431271,319385,2396724,11914,270146,689,,156478,,63377,1110,329784,,67006,3374,9601,4435,31655,12879,1341398,107836,4425044,4574668,137765,35128,3482491,522492,,9201,,6670,11815,,5667,7896,12280,3491,335675,1159768,1007492,1015579,28446,1457546,3162693,401827,33248,794031,53829,7172,876,,,14921,,,,3603,,
CAL33_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,DMEM + 10% FBS,Batch3,male,28.00177979,0197-CCL_Batch3_LIP-CAL-33.wiff,197-CCLE-batch3-HIL-CAL-33.wiff,0197-CCL_Batch_3_CMH-CAL-33.wiff,15736,225820,524671,1014198,573763,267450,3710857,29344,20363122,2939683,2081846,3950465,4339525,10419945,11815459,12529819,509194,1305760,4288352,49745,450157,23266,353979,504,4170,34366,1420,84990,6260,267313,20890,120842,2315,10745,2514,58222,8409,4270590,804676,5123853,7959136,132484,6648,4853942,1395684,676,7112,9830,38670,7008,16655,6036,21005,14412,3644,1672233,114430,770719,1292713,38577,1158621,3157485,1925916,14175,776673,630435,9849,1900,2810,4619,7927,3293,4192,499,2893,32787,1789
DV90_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch_2,male,40.11439609,197-CCLE-Batch_2-LIP-DV-90.wiff,197-CCLE-Batch_2-HIL-DV-90.wiff,197-CCLE_Batch_2_-CMH-DV-90.wiff,6522,877797,244960,143644,132909,369177,2262240,630347,2990310,835490,3204299,457768,548033,2531617,3138259,1492262,72440,189655,7549402,463950,437264,25450,318698,,212,200718,,41653,3750,144872,,46216,1479,4382,3749,16105,,1121130,179039,4276783,3702683,182090,22295,3719150,453341,,7190,,7614,2968,,15986,13663,18766,,466404,63637,491440,1315026,22817,812418,3254770,836316,20815,203334,80023,6789,491,,,2863,,,,1863,,
OVKATE_OVARY,ovary,RPMI 1640 + 10% FBS,Batch3,female,145.7701379,0196-CCL_Batch3_LIP-OVKATE.wiff,196-CCLE-batch3-HIL-OVKATE.wiff,0196-CCL_Batch_3_CMH-OVKATE.wiff,6597,408116,535627,318117,356320,441231,1620046,629940,7298518,2744730,5125627,1541788,1205595,6480062,7435308,4073238,173164,378135,6274236,512194,2690882,55028,83525,874,14098,64959,2318,219708,,519489,24054,224357,6736,35475,758,131500,2768,1496742,338254,7705399,8999592,1867166,3514,2155156,1446049,1409,11657,5421,32820,25132,21058,2841,73997,23226,2521,775913,8737,768093,919237,25551,632761,2144304,535802,25028,598758,293614,54557,5503,17835,46733,113550,22298,119802,540,3427,13014,3102
DANG_PANCREAS,pancreas,RPMI 1640 + 10% FBS,Batch_2,female,34.70914616,196-CCLE-Batch_2-LIP-DAN-G.wiff,196-CCLE-Batch_2-HIL-DAN-G.wiff,196-CCLE_Batch_2_-CMH-DAN-G.wiff,6728,900605,245418,237652,268277,622639,3250990,861578,2868777,1586223,4264732,644342,848144,4896288,5932324,2899975,156467,372506,13261880,815024,942071,64066,517523,497,980,264305,,79047,9730,241524,,57041,4275,8844,4019,34897,4029,1674205,231535,4807422,4372294,787853,,4618637,611717,,7569,,20412,2638,,1177,9887,23442,661,640285,16816,1147206,2193598,48870,790682,3458794,529231,15202,177259,123065,7212,924,,,1582,,,,4591,,
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,B-cell_ALL,RPMI 1640 + 20% FBS,Batch3,male,NA,0195-CCL_Batch3_LIP-MUTZ-5.wiff,195-CCLE-batch3-HIL-MUTZ-5.wiff,0195-CCL_Batch_3_CMH-MUTZ-5.wiff,1673,16995,37336,28470,17973,37163,510324,34852,457870,293839,555037,109379,109469,379556,411859,226916,10071,32875,999083,73183,356187,3646,211522,,,3326,,7634,,38552,1407,13362,370,434,279,5427,,63989,21070,1631404,2532851,50023,92879,141768,102668,,5690,751,5640,1749,2690,,462,29063,726,59559,2173,184920,225159,1848,205705,604409,140157,1602,390480,51933,9775,459,1826,1206,4789,1179,2401,726,,5915,
HDQP1_BREAST,breast,DMEM + 10% FBS,Batch3,female,36.24843772,0194-CCL_Batch3_LIP-HDQ-P1.wiff,194-CCLE-batch3-HIL-HDQ-P1.wiff,0194-CCL_Batch_3_CMH-HDQ-P1.wiff,19230,684119,387974,939614,401663,118535,1800623,82083,8648758,2966808,1352471,2674418,2967546,7445118,8392847,9546215,388246,1041198,3185405,65378,294586,25860,736607,534,15831,274117,1211,82641,3426,266737,21661,99074,1443,9870,2170,66931,6310,3413763,533887,5043549,6537144,2582186,52143,624509,667767,519,7963,6142,126923,2237,24292,1596,1457,24490,4292,841803,5732850,1177538,630375,27503,1723192,4953325,383197,13381,420726,338619,10720,1184,316,465,1192,512,957,506,2245,52371,1739
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,RPMI 1640 + 10% FBS,Batch_2,male,NA,194-CCLE-Batch_2-LIP-KE-97.wiff,194-CCLE-Batch_2-HIL-KE-97.wiff,194-CCLE_Batch_2_-CMH-KE-97.wiff,13338,364389,120156,215491,93536,304618,4986660,805322,3204564,334672,579088,70532,344863,1344629,1572501,1120858,50603,195376,12063546,1387785,37974,16358,112509,,287,192070,,13811,2915,53906,,16493,1027,270,21412,1478,17630,237121,201554,3117804,2628502,33433,3949,444464,48082,,7981,,19170,1589,,1009,234387,24296,1135,56163,,781589,1078679,16648,229118,1218998,185852,4222,1952992,23361,6814,1737,,,2413,,,,1417,,
NCIH1435_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch3,female,88.79030362,0193-CCL_Batch3_LIP-NCI-H1435.wiff,193-CCLE-batch3-HIL-NCI-H1435.wiff,0193-CCL_Batch_3_CMH-NCI-H1435.wiff,15591,221689,211469,158385,155079,111702,563151,433024,2264373,1011842,2717952,496093,498796,3031387,3435091,1581787,74675,235389,9882715,429240,601535,14032,1253944,381,,1605502,1002,48535,1470,165250,6563,58040,1996,3777,1593,49055,875,1267046,126078,8625069,7400252,1322076,76480,4769922,755283,224,6024,3610,81898,3819,9351,7778,603,31700,2401,379287,2218324,1399012,2031746,12009,1485866,4706120,277759,24362,2122978,448402,36318,1515,4284,4400,9396,1449,3756,492,2061,68735,1334
HMC18_BREAST,breast,RPMI 1640 + 10% FBS,Batch_2,female,23.3189513,193-CCLE-Batch_2-LIP-HMC-1-8.wiff,193-CCLE-Batch_2-HIL-HMC-1-8.wiff,193-CCLE_Batch_2_-CMH-HMC-1-8.wiff,,2811,6979,5724,2248,32174,119858,10311,87667,33274,154362,29987,43781,70403,93616,50763,3110,8632,166438,23256,19153,,4575,,,8037,,,,4462,,2946,,112,69,374,2171,18384,9545,185672,694490,66100,4616,171267,13801,,8082,,11556,,,,491,18413,,10042,43400,10962,34754,1074,14738,18689,12163,,15784,3353,5068,,,,7038,,,,,,
RCM1_LARGE_INTESTINE,colorectal,RPMI;F12 = 1;1 + 10% FBS,Batch3,female,41.7762787,0192-CCL_Batch3_LIP-RCM-1.wiff,192-CCLE-batch3-HIL-RCM-1.wiff,0192-CCL_Batch_3_CMH-RCM-1.wiff,44328,2183264,246482,317444,135480,233494,1179562,957287,93010,2135136,3347967,493774,540173,2005342,2080325,1699368,95128,329172,17994913,1107508,865354,8480,1293734,2056,2615,207259,2005,74396,4856,333589,17110,78265,1273,7013,2382,64860,1066,1015074,109549,15127566,11244129,4667677,46248,10750508,1432219,397,5692,4446,23035,6236,13363,2801,630,27531,4349,303902,381095,5657801,2034045,11165,2271140,27621322,952978,49766,441746,559750,7927,720,878,2341,4555,688,2619,403,7714,106823,1715
HCC2218_BREAST,breast,RPMI 1640 + 10% FBS,Batch_2,female,133.1,192-CCLE-Batch_2-LIP-HCC2218.wiff,192-CCLE-Batch_2-HIL-HCC2218.wiff,192-CCLE_Batch_2_-CMH-HCC2218.wiff,3466,91940,106161,83733,31795,95838,572901,128491,2298800,166155,525617,90287,188795,629941,690743,552449,22240,101889,3001481,293165,31529,3291,126520,,,29869,,5866,,40999,,8356,,151,2777,1188,1682,353241,33869,3503435,2089521,16348,252364,2410231,72942,,8850,,23536,,,2432,6745,18145,812,30916,1723,1024306,102701,3864,1082283,6111931,374530,133958,2729207,51841,265510,12383,86985,,747943,,,,2565,,
SH10TC_STOMACH,stomach,RPMI 1640 + 10% FBS,Batch_2,NA,40.58219615,191-CCLE-Batch_2-LIP-SH-10-TC.wiff,191-CCLE-Batch_2-HIL-SH-10-TC.wiff,191-CCLE_Batch_2_-CMH-SH-10-TC.wiff,3618,164286,346183,259814,347874,391767,3251074,597410,5744152,1721555,6001420,1306157,1276245,6355729,7201387,4054120,163917,772956,7915588,460553,803883,58618,98801,,,108669,,101358,2624,232126,,95450,6199,10076,1321,38531,6126,1671542,266084,4965041,5011026,866421,8529,2607354,489934,,6917,,7808,5817,,703,3081,12520,,722561,3999153,402965,1086023,54159,612703,1342694,487683,13502,86054,183877,8755,1431,678,,30503,,,,,,
NCIH1869_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch3,male,149.6,0190-CCL_Batch3_LIP-NCI-H1869.wiff,190-CCLE-batch3-HIL-NCI-H1869.wiff,0190-CCL_Batch_3_CMH-NCI-H1869.wiff,7107,602721,364722,243388,368316,290958,2438739,625591,2658876,2623460,4953266,1219069,966891,6020818,6374878,3689905,170880,380013,6403559,385183,1225879,31816,76203,1004,5923,10965,825,80318,909,232850,11843,114605,3686,14727,1003,39276,1994,1275778,279635,4477619,5428211,407002,20254737,751407,765381,543,8719,2664,13624,8434,13334,2344,5189,9445,2044,565137,28645,191090,210478,21740,327510,867323,301839,7057,106270,94571,9400,1752,117,119,715,,556,461,3251,6118,1077
KE39_STOMACH,stomach,RPMI 1640 + 10% FBS,Batch_2,male,45.2050308,190-CCLE-Batch_2-LIP-KE-39.wiff,190-CCLE-Batch_2-HIL-KE-39.wiff,190-CCLE_Batch_2_-CMH-KE-39.wiff,4834,164249,299537,185013,209870,255607,1015344,435386,5382517,1094170,4200555,972395,746593,4624109,5137939,2749398,101301,554819,5318918,320855,1180305,30367,430311,,539,43895,,56798,,199903,,73775,2547,11456,823,30833,9725,1285869,250819,6640809,5180555,60475,42611,2306324,457504,,6850,,7201,4144,7787,3459,10953,16291,,473823,2021874,1107171,1642661,25809,1018348,2525189,439713,21146,943032,51895,10392,726,358,,13670,14391,,,1532,,
UACC812_BREAST,breast,RPMI 1640 + 20% FBS,Batch3,female,NA,0189-CCL_Batch3_LIP-UACC-812.wiff,189-CCLE-batch3-HIL-UACC-812.wiff,0189-CCL_Batch_3_CMH-UACC-812.wiff,7290,563807,545922,372042,443303,423544,2075573,587165,9245558,3192466,4642259,1974298,1704112,7817603,8085571,5273380,219193,767054,8788758,529743,3627881,66141,274706,1004,8431,4198,3452,220616,406,676040,45918,332822,8317,25966,2130,145925,2290,1466768,397430,16508884,11076871,2656594,8999577,2255539,1798858,1042,12999,7595,36776,30022,32528,10190,206985,10122,3378,965439,7322,3491199,232640,23699,2991889,16598397,1531360,70581,459593,272451,118891,5029,7306,11719,46994,10500,15033,272,8316,10370,3216
MDST8_LARGE_INTESTINE,colorectal,DMEM + 10% FBS,Batch3,NA,NA,0188-CCL_Batch3_LIP-MDST8.wiff,188-CCLE-batch3-HIL-MDST8.wiff,0188-CCL_Batch_3_CMH-MDST8.wiff,22653,374118,391236,1384816,680740,181302,4861843,17541,12049893,2264142,1592354,3447832,3331062,8901792,9942769,10846187,434204,894095,6077844,73871,272589,41668,514779,1139,16430,153943,1860,91374,4143,242203,16942,140806,1811,13096,4212,44770,6174,4433223,799299,4987551,6121537,88379,1481,8575570,1314180,519,7943,5084,30000,6953,17357,7648,11408,7947,2037,1166504,1449397,1036805,1365098,27114,1787534,4886497,557094,20171,509391,112621,16238,2228,489,955,2537,385,1467,265,3796,58856,1553
NCIH2073_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch3,female,70.38269199,0187-CCL_Batch3_LIP-NCI-H2073.wiff,187-CCLE-batch3-HIL-NCI-H2073.wiff,0187-CCL_Batch_3_CMH-NCI-H2073.wiff,8244,359581,154423,183387,149578,314187,1619696,403586,2460846,1054127,2283908,468666,425539,2762899,3005189,1451149,72634,241613,4614220,470215,761359,12132,356072,,,515751,411,42012,882,138021,6061,52850,3614,5415,1526,22557,3909,696138,139368,4309266,3021443,2887563,16179,2327368,562937,196,6112,2668,178279,4480,5024,43571,3322,9765,1992,346649,1533183,596079,783730,22923,1364109,2858805,600386,5685,275311,1622080,6737,258,630,676,5539,3479,2346,288,2503,32679,492
K029AX_SKIN,melanoma,RPMI 1640 + 10% FBS,Batch_2,NA,39.50543168,187-CCLE-Batch_2-LIP-K029AX.wiff,187-CCLE-Batch_2-HIL-K029AX.wiff,187-CCLE_Batch_2_-CMH-K029AX.wiff,2682,52974,152072,88632,98507,178911,1484514,210722,2814656,830891,2359027,481543,399542,2281737,2554014,1409672,63392,249004,3507153,195091,625307,10825,52470,,,43039,845,21559,,92808,,31328,1363,3111,442,9036,1506,613236,96455,1720815,2504121,252204,38300,3139272,300393,,5612,,34528,3088,3497,852,28043,19124,,230482,1117772,285793,427520,13613,576143,1396989,189998,7340,77400,13889,8496,,,,8884,9060,,,,,
FTC238_THYROID,thyroid,DMEM;F12 = 1;1 + 5% FBS,Batch3,male,20.53305658,0186-CCL_Batch3_LIP-FTC-238.wiff,186-CCLE-batch3-HIL-FTC-238.wiff,0186-CCL_Batch_3_CMH-FTC-238.wiff,11591,325793,82264,470154,240391,37687,1517941,70830,3342800,1924726,2374655,1452595,1526153,4344899,4433155,4858166,188055,523846,18946681,45411,391173,18808,723501,648,9931,88171,804,46488,544,162718,13569,64483,1181,7128,2130,22221,55214,1877187,231562,4250115,7508480,1424052,9486,5274873,578356,305,5010,3343,49570,9124,6281,2347,5968,11646,2338,567435,4608848,1299871,596733,14184,1815801,6871180,976391,25013,983615,646108,7653,628,,242,650,180,556,202,1804,69950,713
CAKI1_KIDNEY,kidney,McCoy's 5A + 10% FBS,Batch_2,male,45.1347538,186-CCLE-Batch_2-LIP-Caki-1.wiff,186-CCLE-Batch_2-HIL-Caki-1.wiff,186-CCLE_Batch_2_-CMH-Caki-1.wiff,17759,627170,315838,233443,297505,352032,4711578,442463,946606,1529755,1940601,1627375,1231857,6124934,5673778,5305596,136654,307211,17174123,500174,605124,51069,1481143,,838,168721,391,128444,6791,422212,,112771,2295,20108,2668,44212,10829,332844,62631,6109161,10863477,2107962,47341,1424692,607184,,6165,,39076,20720,18094,7184,11006,6533,559,807102,2140275,1367483,1623891,146545,1879512,13142912,966452,54304,250912,206211,15307,1003,756,,1099,,,,2359,,
BC3C_URINARY_TRACT,urinary_tract,McCoy's 5A + 10% FBS,Batch3,female,28.47860679,0185-CCL_Batch3_LIP-BC-3C.wiff,185-CCLE-batch3-HIL-BC-3C.wiff,0185-CCL_Batch_3_CMH-BC-3C.wiff,76523,382141,178682,678465,748549,179251,3824167,2250497,623893,4170754,1902812,925546,566695,1998398,2293787,12419884,377979,55959,26693839,7356204,133406,21353,789727,752,6886,61818,1949,67257,8946,538449,30121,66739,137790,5310,2508,16506,73710,172656,73082,6595394,4647558,2446986,24954,3729484,867762,465,5122,5161,36549,3690,13575,5118,5194,10950,33773,436931,780037,2066669,2203536,239679,1669412,6778156,1610739,21917,5218024,345083,19819,1006,2617,9357,32766,3755,13711,195,6549,103196,654
SKMEL3_SKIN,melanoma,McCoy's 5A + 15% FBS,Batch_2,female,70.18808813,185-CCLE-Batch_2-LIP-SK-MEL-3.wiff,185-CCLE-Batch_2-HIL-SK-MEL-3.wiff,185-CCLE_Batch_2_-CMH-SK-MEL-3.wiff,19639,577242,177537,207438,214006,494491,3037176,371961,2344954,1407154,1275534,1008069,941254,3880127,3654605,4006315,106045,232799,12320473,583501,506864,31240,433036,,,64098,,68789,,319675,,83366,2429,11534,1519,37370,4847,321092,176000,4460229,6528887,110095,8214,7880030,908766,,6664,,19016,3411,11555,1600,8762,15691,421,531293,706390,1244596,1277235,99902,1620173,5526683,945574,25152,274094,183375,10280,434,,,1322,760,,,,,
RERFLCAD2_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch3,male,55.62718489,0184-CCL_Batch3_LIP-RERF-LC-Ad2.wiff,184-CCLE-batch3-HIL-RERF-LC-Ad2.wiff,0184-CCL_Batch_3_CMH-RERF-LC-Ad2.wiff,5994,244312,289160,206974,213201,259808,1839494,394177,3925345,1998960,3795361,879143,895009,4555719,4359948,2784952,121148,405280,6022045,332592,429420,28676,94805,2466,20043,21328,1059,66472,,230299,9165,96141,2834,9343,669,47247,8486,818206,149538,4318768,4071091,71238,974066,1383252,653966,395,6889,4115,13689,40305,12257,2922,760,12423,2396,306183,237730,558702,451185,11858,1011077,3486806,354919,50524,177162,64395,15483,2213,608,2008,10931,6224,6644,806,2389,13609,1111
SW480_LARGE_INTESTINE,colorectal,Leibovitz's L-15 + 10% FBS,Batch_2,male,39.25955533,184-CCLE-Batch_2-LIP-SW480_SW620.wiff,184-CCLE-Batch_2-HIL-SW480_SW620.wiff,184-CCLE_Batch_2_-CMH-SW480_SW620.wiff,61377,1714877,1589580,2344642,1050655,818232,1707786,2215948,4752172,12263309,8110937,1862296,3563968,11117825,20643099,19021051,1331690,1009494,3913954,120310,901579,20338,1277092,638,4120,40330,,49451,5280,269055,,62485,990,10371,1828,58621,1988,1132167,234960,4705008,1790572,2881150,66714,6112016,761416,,9191,,8829,29705,5506,18045,8114,15780,1696,493000,25710,1332061,1481997,24527,2098800,7899131,6310718,35442,1779700,994672,10463,621,1273,,3124,,,456,8250,,
NCIH1623_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch3,male,108.1028291,0183-CCL_Batch3_LIP-NCI-H1623.wiff,183-CCLE-batch3-HIL-NCI-H1623.wiff,0183-CCL_Batch_3_CMH-NCI-H1623.wiff,3437,164336,330581,226065,215654,196212,703071,349972,3376520,2651374,4143104,1143568,1016270,5096884,4510970,3158756,146827,415514,4250528,277693,497001,21127,403553,1187,19074,24430,804,66853,,239627,12702,99915,8340,10583,,44219,2093,819867,164364,4275182,5101861,190524,7744,791663,713742,368,6793,4739,8737,5475,9695,619,25178,11593,1487,330301,210047,309168,223675,14444,435676,1447364,337581,8655,319360,214854,30787,2700,11681,68373,459510,69974,245762,314,2280,13597,1119
SW1573_LUNG,lung_NSC,Leibovitz's L-15 + 10% FBS,Batch_2,female,43.41320399,183-CCLE-Batch_2-LIP-SW 1573.wiff,183-CCLE-Batch_2-HIL-SW 1573.wiff,183-CCLE_Batch_2_-CMH-SW 1573.wiff,59543,1640465,1620451,2241896,1043543,780925,2490883,2209076,4453116,14420112,9123338,2160156,3719225,11517894,19732097,19164063,1360495,1062019,5565968,94446,411410,19956,1132053,710,5334,20424,467,52611,10394,285069,,62470,743,7387,2279,28821,4161,1152549,23268,4168461,2524371,4225967,8530,4074978,514450,,9750,,15510,27103,8027,9794,72843,11688,2346,543562,2119272,927609,656231,26577,1744385,3374935,4208262,16249,947653,667676,7908,242,719,,2442,,,,,,
MDAMB361_BREAST,breast,RPMI 1640 + 20% FBS,Batch3,female,85.54934187,0182-CCL_Batch3_LIP-MDA-MB-361.wiff,182-CCLE-batch3-HIL-MDA-MB-361.wiff,0182-CCL_Batch_3_CMH-MDA-MB-361.wiff,4424,135896,246811,163760,129244,160657,602574,214856,2666853,2216191,2666213,816506,733908,3236949,2882968,2184178,96988,278902,3173408,225185,716551,16735,242201,356,3455,3456,1107,47155,,192249,10880,68341,3119,6034,869,32093,,493478,92361,3411849,3551791,535345,3299,1380253,621806,498,7919,4136,11443,25714,7250,1239,15514,18471,1964,236508,3770,206176,69024,12239,233911,1959466,389867,11412,507279,526512,12626,1086,7193,24517,113198,34746,49792,241,1652,4076,746
U87MG_CENTRAL_NERVOUS_SYSTEM,glioma,EMEM + 10% FBS,Batch_2,female,39.45593285,182-CCLE-Batch_2-LIP-U-87 MG.wiff,182-CCLE-Batch_2-HIL-U-87 MG.wiff,182-CCLE_Batch_2_-CMH-U-87 MG.wiff,4048,214163,15762,885659,428204,51685,2543930,23554,276884,3314681,2114776,1775322,1847387,5117358,5170025,7480745,267082,744697,3042817,281985,734416,20682,677050,481,2658,13667,,55595,4151,214093,,63243,60530,13287,1267,28997,24327,1190522,179698,4826726,1992658,3726076,5129,2939427,488590,,11914,,85344,26965,9274,10017,27406,6914,12606,72320,3988589,683944,217122,30701,877852,6048996,1016766,11990,781751,321351,11273,311,,,3993,,,,,,
TCCPAN2_PANCREAS,pancreas,RPMI 1640 + 10% FBS,Batch3,female,47.99823529,0181-CCL_Batch3_LIP-TCC-PAN2.wiff,181-CCLE-batch3-HIL-TCC-PAN2.wiff,0181-CCL_Batch_3_CMH-TCC-PAN2.wiff,3663,239617,202686,162562,180835,1562045,2432657,455737,3244683,1442952,3276155,540009,517850,3692067,4244204,1936632,98339,268499,3401362,347101,652197,19720,594858,,,93867,936,57012,3239,173578,7595,68170,2392,9355,3104,40150,95894,792603,53264,3507121,4011191,2548721,1265,1600953,582763,219,6603,3299,52533,1007,5863,1661,715,13254,,419849,2480277,638323,780991,29528,985727,972765,189728,10026,95118,84049,5803,863,465,494,3170,667,1523,172,991,16988,994
DETROIT562_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,EMEM + 10% FBS,Batch_2,female,30.56994205,181-CCLE-Batch_2-LIP-Detroit 562.wiff,181-CCLE-Batch_2-HIL-Detroit 562.wiff,181-CCLE_Batch_2_-CMH-Detroit 562.wiff,3528,215273,88999,359459,154381,92175,2038289,120622,5108474,1940744,2004484,1083429,1251022,3168070,3143481,4152227,149335,570192,5560440,92874,231517,15034,59697,583,4088,63384,918,27134,937,158162,,38140,1528,5108,2217,22454,5494,927601,143081,2537450,1992814,152028,,1681298,311364,,9549,,15621,1952,5297,12944,9926,27175,1764,365858,32556,335874,760236,9954,274280,1991758,248026,8650,3029723,160604,6117,287,945,,86416,66344,,,,,
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,T-cell_lymphoma_other,RPMI 1640 + 20% FBS,Batch3,female,NA,0180-CCL_Batch3_LIP-SUP-M2.wiff,180-CCLE-batch3-HIL-SUP-M2.wiff,0180-CCL_Batch_3_CMH-SUP-M2.wiff,,10985,22711,14655,9835,17940,89128,25329,211332,111934,574141,58118,68041,241620,270620,116484,5431,20247,255150,37866,144898,1634,2026,,,1933,,3129,,15811,1200,4798,481,168,,1475,4343,43526,12594,462997,474138,16267,844,30419,42345,,5599,574,2865,494,1372,,2504,9303,,33293,1421,6972,,1593,17678,53931,16658,,11977,2658,338,,,233,1028,1050,1479,316,,,
HT144_SKIN,melanoma,McCoy's 5A + 15% FBS,Batch_2,male,43.19969876,180-CCLE-Batch_2-LIP-HT-144.wiff,180-CCLE-Batch_2-HIL-HT-144.wiff,180-CCLE_Batch_2_-CMH-HT-144.wiff,15751,400042,310015,171548,216260,261842,2571234,415836,1862141,1768868,1825719,1213231,886536,4128682,3979620,3682339,106383,243536,12044742,446858,400505,28958,836294,,2686,51255,,66868,3343,311736,,60761,1891,9533,2924,36398,11261,324506,100505,3732090,7031546,1299693,14123,4724490,575461,,4951,,83717,11637,14571,5532,37730,5778,412,689887,2059577,738732,669792,101794,1217904,2046268,475347,12166,194059,244989,9823,571,715,,10658,,,624,,,
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,multiple_myeloma,RPMI 1640 + 20% FBS,Batch3,female,56.4,0179-CCL_Batch3_LIP-AMO-1.wiff,179-CCLE-batch3-HIL-AMO-1.wiff,0179-CCL_Batch_3_CMH-AMO-1.wiff,9071,394539,63687,106616,42781,125256,3481611,294174,1485044,382757,877323,99091,241869,964188,1069549,598529,27979,112857,5889358,549028,173124,10387,711963,,9562,33447,1278,9267,903,71847,3862,21772,1745,526,6225,4630,3262,345275,42024,1561105,2645974,1707795,1295,483366,180588,,6516,446,11781,8698,9305,1521,38853,17874,4182,86042,1612,301509,336841,3282,331002,1141314,170428,1807,883326,29036,4985,,201,783,4312,401,1511,510,4333,36128,
LOUNH91_LUNG,lung_NSC,RPMI 1640 + 20% FBS,Batch_2,female,54.8869567,179-CCLE-Batch_2-LIP-LOU-NH91.wiff,179-CCLE-Batch_2-HIL-LOU-NH91.wiff,179-CCLE_Batch_2_-CMH-LOU-NH91.wiff,7676,259510,299480,164561,207290,215549,2391983,393251,3470123,1717021,4329768,1078000,842000,5390010,5650799,2587421,108850,374631,10587275,330998,2063646,53807,1323236,439,7442,49961,,121699,1202,509113,,131634,8023,23851,381,69353,58527,1364282,219127,6671577,7882959,229725,270367,4050694,813397,,7266,,16875,5117,12374,1753,490595,11422,795,731226,3064178,911800,1058976,26505,1709645,6665934,487972,131245,1231102,517352,28812,1173,4371,,100016,69031,,,4474,,
A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_DLBCL,RPMI 1640 + 10% FBS,Batch3,female,75.3,0178-CCL_Batch3_LIP-A4-Fuk.wiff,178-CCLE-batch3-HIL-A4-Fuk.wiff,0178-CCL_Batch_3_CMH-A4-Fuk.wiff,5650,103140,84447,70498,33679,135081,1516755,140124,1045805,321508,957649,103430,156399,684599,745276,385548,18280,70550,3082121,264662,165969,4226,320419,,1205,19272,,4544,,41304,1963,8721,700,208,2016,2658,5462,201627,97471,1272072,3524757,279022,10573,257368,75457,,6017,491,10328,,3377,9142,792,9029,2978,59923,3607,259307,390554,2374,224581,1436823,231201,2050,843842,49522,3612,,,603,5168,1243,3511,468,2329,8747,
